,0,1,2,3
0,Graph_N100_E221_D0.045_A0.102.csv,0.05,0.0,50
1,Graph_N100_E221_D0.045_A0.102.csv,0.1,0.0,76
2,Graph_N100_E221_D0.045_A0.102.csv,0.2,0.0,117
3,Graph_N100_E251_D0.051_A0.1.csv,0.05,0.0,59
4,Graph_N100_E251_D0.051_A0.1.csv,0.1,0.0,85
5,Graph_N100_E251_D0.051_A0.1.csv,0.2,0.0,131
6,Graph_N100_E278_D0.056_A0.103.csv,0.05,0.0,63
7,Graph_N100_E278_D0.056_A0.103.csv,0.1,0.0009992122650146484,92
8,Graph_N100_E278_D0.056_A0.103.csv,0.2,0.0,142
9,Graph_N100_E282_D0.057_A0.114.csv,0.05,0.0009984970092773438,83
10,Graph_N100_E282_D0.057_A0.114.csv,0.1,0.0,125
11,Graph_N100_E282_D0.057_A0.114.csv,0.2,0.0,176
12,Graph_N100_E298_D0.06_A0.106.csv,0.05,0.0,94
13,Graph_N100_E298_D0.06_A0.106.csv,0.1,0.0,139
14,Graph_N100_E298_D0.06_A0.106.csv,0.2,0.0,199
15,Graph_N100_E306_D0.062_A0.108.csv,0.05,0.0,94
16,Graph_N100_E306_D0.062_A0.108.csv,0.1,0.0,138
17,Graph_N100_E306_D0.062_A0.108.csv,0.2,0.0,193
18,Graph_N100_E308_D0.062_A0.11.csv,0.05,0.0,92
19,Graph_N100_E308_D0.062_A0.11.csv,0.1,0.0,129
20,Graph_N100_E308_D0.062_A0.11.csv,0.2,0.0,184
21,Graph_N100_E335_D0.068_A0.111.csv,0.05,0.0,95
22,Graph_N100_E335_D0.068_A0.111.csv,0.1,0.0,143
23,Graph_N100_E335_D0.068_A0.111.csv,0.2,0.0,206
24,Graph_N100_E384_D0.078_A0.103.csv,0.05,0.0,111
25,Graph_N100_E384_D0.078_A0.103.csv,0.1,0.0,174
26,Graph_N100_E384_D0.078_A0.103.csv,0.2,0.0010004043579101562,257
27,Graph_N100_E387_D0.078_A0.101.csv,0.05,0.0,102
28,Graph_N100_E387_D0.078_A0.101.csv,0.1,0.0,153
29,Graph_N100_E387_D0.078_A0.101.csv,0.2,0.0,226
30,Graph_N100_E418_D0.084_A0.104.csv,0.05,0.0,116
31,Graph_N100_E418_D0.084_A0.104.csv,0.1,0.0,177
32,Graph_N100_E418_D0.084_A0.104.csv,0.2,0.0,262
