,0,1,2,3,4,5,6,7
0,default,3.6862330003217636,5.596334284002073,6.556229157881255,,,,
1,100,branch,3.6705840717662,5.542690103704228,6.348631598732627,0.015164999708279406,0.0,1.729119907725891
2,100,preprocess,1.2774684212424001,1.762715252962927,2.6364976709538634,0.6454452536007539,-0.005861321398446094,11.530551043423683
3,100,warmstart,3.1723325902765,5.641785534945354,6.714257326993009,0.035728532427969244,0.0,12.555815956809253
4,100,branch_warmstart,3.092917529019391,5.428054115988936,6.8689693104136635,0.04777430118991747,0.0,14.275399121371137
5,100,preprocess_branch,1.5181194652209997,1.8850239840420178,2.8135126287286454,0.6073991237453367,-0.005861321398446094,13.145078312266907
6,100,preprocess_warmstart,1.1731494556773274,1.916040073741518,3.233129327947382,0.6154119163302217,-0.005861321398446094,23.981852964921384
7,100,preprocess_branch_warmstart,1.1520168998024183,2.0051869479092184,3.427006981589528,0.602155850193478,-0.005861321398446094,25.787266817959807
8,default,68.99077242070973,151.1751521717418,507.34454935247254,,,,
9,300,branch,71.09856605529781,175.41352185336024,642.1557123010809,-0.15220133239900221,0.0,9.005351500077635
10,300,preprocess,9.833791039206709,48.162070187655345,267.6741860129617,0.6704264116649435,-0.00019134153025380344,178.65241657603863
11,300,warmstart,73.17235253073949,195.5792470411821,655.7375517758455,-0.21560881952652564,0.0,198.9493153311989
12,300,branch_warmstart,72.68012653697618,194.11256096579808,649.7054100036621,-0.20603341991763902,0.0,208.2638307051225
13,300,preprocess_branch,9.31637937372376,48.63476753234859,258.4297440268777,0.6779577897401023,-0.00019134153025380344,189.1464320096102
14,300,preprocess_warmstart,10.851274837147052,48.3385649594393,242.79943379488859,0.6814643144833412,-0.00019134153025380344,377.85081429915
15,300,preprocess_branch_warmstart,11.0171491449529,48.496419733220826,234.44934324784714,0.6858009611669545,-0.00019134153025380344,386.3525390625
16,default,237.94167041778564,742.669415473938,29170.210433006287,,,,
17,500,branch,238.11118602752683,704.2906761169434,12331.546807289124,0.2094065983069483,0.0,20.812606811523395
18,500,preprocess,22.610545158386167,206.6511869430542,7184.482908248901,0.7934748697449168,-0.000254514611484828,674.1873025894165
19,500,warmstart,243.91019344329828,807.6925039291382,28719.74229812622,-0.032398145396403094,0.0,758.8837146759033
20,500,branch_warmstart,250.2248764038086,939.8228883743286,15298.55089187622,0.05281774144947199,0.0,773.9125967025757
21,500,preprocess_branch,22.43301868438718,197.1935510635376,5161.415815353394,0.8210864088414516,-0.000254514611484828,692.0215368270874
22,500,preprocess_warmstart,26.47163867950434,201.1598825454712,6446.06339931488,0.7989685746481922,-0.000254514611484828,1424.5171070098877
23,500,preprocess_branch_warmstart,27.17182636260982,201.2491464614868,5230.231285095215,0.8118411508738728,-0.000254514611484828,1449.6991157531738
