,0,1,2,3,4
0,Graph_N100_E221_D0.045_A0.102.csv,0.05,0.0230863094329834,0.01958632469177246,171.0
1,Graph_N100_E221_D0.045_A0.102.csv,0.1,0.0020008087158203125,0.011002540588378906,145.0
2,Graph_N100_E221_D0.045_A0.102.csv,0.2,0.0030248165130615234,0.007009267807006836,104.0
3,Graph_N100_E251_D0.051_A0.1.csv,0.05,0.003172159194946289,0.0032606124877929688,192.0
4,Graph_N100_E251_D0.051_A0.1.csv,0.1,0.0030007362365722656,0.005100727081298828,166.0
5,Graph_N100_E251_D0.051_A0.1.csv,0.2,0.002067089080810547,0.010546445846557617,117.0
6,Graph_N100_E278_D0.056_A0.103.csv,0.05,0.0034646987915039062,0.002526521682739258,215.0
7,Graph_N100_E278_D0.056_A0.103.csv,0.1,0.0030248165130615234,0.004488229751586914,186.0
8,Graph_N100_E278_D0.056_A0.103.csv,0.2,0.0032944679260253906,0.00775599479675293,136.0
9,Graph_N100_E282_D0.057_A0.114.csv,0.05,0.004069328308105469,0.003034830093383789,199.0
10,Graph_N100_E282_D0.057_A0.114.csv,0.1,0.003017425537109375,0.0034995079040527344,157.0
11,Graph_N100_E282_D0.057_A0.114.csv,0.2,0.0020580291748046875,0.00426173210144043,106.0
12,Graph_N100_E298_D0.06_A0.106.csv,0.05,0.0030031204223632812,0.0030012130737304688,204.0
13,Graph_N100_E298_D0.06_A0.106.csv,0.1,0.0023512840270996094,0.005577564239501953,159.0
14,Graph_N100_E298_D0.06_A0.106.csv,0.2,0.002997875213623047,0.0030059814453125,99.0
15,Graph_N100_E306_D0.062_A0.108.csv,0.05,0.0037233829498291016,0.004307746887207031,212.0
16,Graph_N100_E306_D0.062_A0.108.csv,0.1,0.0023581981658935547,0.004633188247680664,168.0
17,Graph_N100_E306_D0.062_A0.108.csv,0.2,0.0035066604614257812,0.0032956600189208984,113.0
18,Graph_N100_E308_D0.062_A0.11.csv,0.05,0.003997325897216797,0.0030117034912109375,216.0
19,Graph_N100_E308_D0.062_A0.11.csv,0.1,0.0039942264556884766,0.003000497817993164,179.0
20,Graph_N100_E308_D0.062_A0.11.csv,0.2,0.003551006317138672,0.0033140182495117188,124.0
21,Graph_N100_E335_D0.068_A0.111.csv,0.05,0.0045299530029296875,0.00301361083984375,240.0
22,Graph_N100_E335_D0.068_A0.111.csv,0.1,0.004036426544189453,0.006009817123413086,192.0
23,Graph_N100_E335_D0.068_A0.111.csv,0.2,0.002996206283569336,0.0050427913665771484,129.0
24,Graph_N100_E384_D0.078_A0.103.csv,0.05,0.004018545150756836,0.005023002624511719,273.0
25,Graph_N100_E384_D0.078_A0.103.csv,0.1,0.004529237747192383,0.0055158138275146484,210.0
26,Graph_N100_E384_D0.078_A0.103.csv,0.2,0.004543304443359375,0.005001068115234375,127.0
27,Graph_N100_E387_D0.078_A0.101.csv,0.05,0.004425764083862305,0.004015684127807617,285.0
28,Graph_N100_E387_D0.078_A0.101.csv,0.1,0.0034008026123046875,0.005524158477783203,233.0
29,Graph_N100_E387_D0.078_A0.101.csv,0.2,0.004178524017333984,0.010225057601928711,160.0
30,Graph_N100_E418_D0.084_A0.104.csv,0.05,0.00555872917175293,0.0046274662017822266,302.0
31,Graph_N100_E418_D0.084_A0.104.csv,0.1,0.004579305648803711,0.006119251251220703,241.0
32,Graph_N100_E418_D0.084_A0.104.csv,0.2,0.004001140594482422,0.006633758544921875,156.0
